contract_address,token_id,ipfs_cid,name,description
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,6524,QmXRFBdQHqUKFjyt8GcM45LdU4bAqaNbo8qHibQpRFbpAn,La Fée Verte,"Each of us has a demon behind the door waiting for him. 
Sooner or later you'll see the Green Fairy with the key. 
It's up to you to open or not to open the door.

In literature "" La Fée Verte"" (the ""green fairy"") is commonly referred to the Absinthe. 
It was particularly associated with artists and writers, and may have provided a creative spark for their work. Henri de Toulouse-Lautrec, Vincent van Gogh and Oscar Wilde were all known drinkers.

Animated Gif 1600x1316px"
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,6353,QmZvQZmKdLZhYdaZbT3BrxUX61aTdkgrLHwYVmCbeTnRFe,Screens: An exploration,"Sketch made by Boris Toledo Doorm in preparation for DADA's collaborative live art performance at Tate Modern, London."
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,6176,QmdoyKaH4csqFion53dcdr9pHRx7JhdBntMbtGDJGDU9mW,VR.Girl,"Virtual Reality. Will it be the dawn of a new everything? 
Worlds where everything is possible or just a way to escape the new real dystopias?

On VR headset: 
Cryptovoxels.com - GanGnam Neon Zone 9 Hook Street
https://www.cryptovoxels.com/play?coords=W@246E,435N
"
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,6024,QmNUVQfmHVCafjyVhkrB5o6UuwCsS7fVyDaJptBSiZW5wL,PoopArt,"Short history of art:
Cattelan (Duchamp) + Banana (Warhol) + Datuna = 'Artist's Shit' Piero Manzoni 1961

Shit always happen 

Animated Gif 2000x2000px 8mb"
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,6001,QmaCSzLXaDcVytjEXkw3WUzCZnWm5CCzBBQUaFHN4aN3K2,Z.Girl,"Zombies are part of the pop culture of our times. They are represented in the movies, TV series, but also analyzed by philosophy, literature and art. 
What do they represent for us human beings? 
The possible end of civilization because of the man who does not rise above his primary instincts? 
And we want to talk about that horde of hungry zombies following celebrities on social networks? 

A creature without thought that makes us think deeply about the serious and facetious dramas of humanity. 

This artwork is connected to its original on canvas via AR on ArtiviveApp
Animated GIF 1900x1329px 46mb"
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,5820,QmQUZyapdmXg9PthRSBE9rzzcHjEsofqZQ7EvYbDZHkige,Art Never Dies ,"Art will never die, at least until there will be an intelligent being creating it or enjoying it. 
New life is born from what has died and passed through: new art manifesting in new paradigms (Like the Cryptoart). 

The animated GIF of Art never Dies is connected through Augmented Reality with its original physical matrix on canvas, thus becoming the digital Doppelgänger. 

Art Never Dies on canvas appeared for the first time at our solo exhibition ""THE TRUTH IS."" at Zanini Art Gallery - December 2019.  

Limited editions of 23, based on the original canvas artwork and produced by MoCDA as part of the “In The Studio” series curated by Eleonora Brizi, are presented for the first time at Cadaf Art Fair in Miami, 2019.

Animated GIF 1200x1200px "
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,5593,QmSStycPRo8Vq9vRUn9V56LY8STQQ3vJyGmuHJe5sb8Pup,Mrs. Skull,Till death do us part.
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,5594,Qmaqu7DjnEQvGvHJ7em35UwNAfh5kP2dnhrjBv3ZXRrWYN,Mr. Skull,Till death do us part.
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,5437,QmU6H6dsr2iQckf6KAJFDcbkggb1mL3UucGVFXrqjhQ2v2,CryptoKittyMork,"We hacked a cryptokitty's DNA and mixed it with one of our Podmork. The result is a unique and extremely rare CryptoKittyMork (1 digital artwork and 1 on canvas, which are connected by the umbilical cord of Augmented Reality). 

This is a work of contamination between worlds, a genetic experiment that tells the story of Crypto collectibles, NFTs and Cryptoart. 

IN CRYPTO WE TRUST"
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,5353,QmcmM4G9HMfrdXbVmsQ2SgbEPHYEjkccxfS3bRMiAPhV1K,VK_Crypto said:,"This artwork wants to capture a moment of history of Cryptoart on SuperRare. It refers to a post by VK_Crypto, one of the top collectors who believed and invested since dawn in Cryptoart. In this post VK_crypto replies with this phrase to an attractive bid (7 ETH) of another top collector of the moment, Moderats, on an artwork by Coldie. I find so significant this post that I wanted to immortalize it with an artwork because it marks the emergence of a secondary market and in particular the belief that Cryptoart can become a movement that will make art history. HODL is the imperative.
https://twitter.com/VK_Crypto/status/1195800509367672832
"
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,5127,QmTwrsM4DkWfTY8SNJYh7N1eQuabiviTpGMMzXwVY4BUzm,Climate Emergency,"We live in the age of climate emergency. 
You probably don't notice if you live in a big city or you are a politician, but the natural world out there is changing at a frightening rate. 
Love your Planet.
You have to do your part before it's over."
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,5077,QmafhWWS3Kz4b6irn1Q3iYJd6ERg7ndXEsCFKE16jBVzLu,I'm the truth,"There are powers operating in the world that want to impose their ""Truth"" by force and violence. 

We don't like it. Everyone has the right to live their dream but not to impose it on other people."
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,5037,QmdZ78vUZ6y6WHdGRK4dWXgURrQpiLB6EomErp771jXQg3,I want a Lambo,but...
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,4864,QmbFtvqW5EPzCHEgZrgixqQvi2P2rmkftAwYAKMjohAFug,Emoji Fool,"Emoji fool is part of a series of artworks dedicated to Emojis (the word emoji comes from Japanese e (絵, ""picture"") + moji (文字, ""character""). 
Originating on Japanese mobile phones in 1997, emoji became increasingly popular worldwide in the 2010s after being added to several mobile operating systems.
We all use them every day to replace our facial expressions on social networks. 
They are incontrovertibly the world’s first truly universal form of communication, and even “the new universal language”."
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,4489,QmUdfnq14b2jM42aRT8E7BBnhZWs8MNk2qPx336Ks6s22y,Only one owns it,"In spring 2018, Hackatao had just entered the world of cryptoart. In a discussion on twitter asking for explanations about the cryptoart, we replied: ""Everybody sees it, Only one owns it!"". 
This quote has been cited several times in discussion, articles and interviews. For this reason we decided to dedicate to it a piece of cryptoart.
When you do not find the words to answer the many questions you will have about cryptoart, you can answer with this GIF.
"
0x2a46f2ffd99e19a89476e2f62270e0a35bbf0756,70101,QmUEyyjWjHaHLPKp9uxek4GaHJV7PaAQt4nLPQqeo7BL4T,REMIX ME,"Justice, always depicted with a blindfold, a scale and a sword that in Hackatao's vision appears in the form of a brush.
The smartphone screen becomes the Tables of the Law, just to remind us that the web is the sovereign judge in our contemporaneity, with the infinite window opened by the internet and personal and collective exposure on social media.

This work by Hackatao - which manifests itself through the two faces of its soul, physical and digital - wants to start and pave the way for the discussion on copyright in the world of digital art, with the collaboration of the Piselli & Partners law firm.
In the secondary market, the canvas and the token will live separate lives.

This work is a commission by the lawyer Pierluigi Piselli and it is the matrix and master of the project “REMIX ME""  https://hackatao.com/remixme

Music by Matermanto"
0x2a46f2ffd99e19a89476e2f62270e0a35bbf0756,50216,QmazCwBvX1cWsBBD6PUQdbNFwYthsSH9Ju47YDJrPuWMda,Queen of Art,"Sublimating grief, making art

A brush stroke is a sublime gesture for the self-crowning as ""Queen of Art"" and restate, in front of history and of the world of today, where the real creative power actually belongs. 

Read full article: https://rare.makersplace.com/2021/03/19/queen-of-art-hackatao-artist-statement/

Music by Matermanto"
0x2a46f2ffd99e19a89476e2f62270e0a35bbf0756,43810,QmcdrQLYUhZmi8ob2o2xH8gNgbo6dNE8nFc6oMPciAAMpE,Heroines – Together We Stand,"""Be less curious about people and more curious about ideas."" — Marie Curie

Music by Matermanto"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,16,QmWWQBCRTr4zWXwXGshELaekcAAo6m3WDvXpRAWPs8FRBM,Podmork POW 12,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,15,QmfPd2LwRP9HriH5yNRA1muTi2LF2kDniLzXNAbnudTZP6,Podmork POW 11,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,14,QmNeHdo2C5yusXJmWFhQFmxEUmsEtMkRmxiD6CEGzrXPN4,Podmork POW 10,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,13,Qma8Xzn1MBoeYDV3VnwvUmPWWVpxihiQq9da7jkXKMbiMj,Podmork POW 9,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,12,QmWgVUyuwJhY3sZytmnMcMPrwAYyhPxE91PFQKHBQR4JNF,Podmork POW 8,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,11,QmVL82VbYJUqvusmWyZU48uPUbeohAjvzUV32ErWLAgGkt,Podmork POW 7,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,10,QmPwpUyeSwEZBiWx7qkTgziex96NoiMb4ijmiEmYxKayiT,Podmork POW 6,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,9,QmW4ikNHBw8rXAxrZwqQMtMrXX8XFMTiepgjmhSHgktBpA,Podmork POW 5,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,8,QmdNCvxuCKxaCoWgJU797oXsisBHJ2hbiM4BJkHwDqxVhH,Podmork POW 4,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,7,QmTzrK3rMPRY2ZBys1cQwJzn6KcC66ss7jhox4cUWUuAw5,Podmork POW 3,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,6,QmU6VFQjeMXxD9fXXFLi3Xxpf65gwXtQ4BaWCDZh5piHoX,Podmork POW 2,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,5,QmRpqpPGNbKhQbLS8Z2Pgz4yLek74kzbRiQ7w5ixtxWLS2,Podmork POW 1,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Manifestation of a Podmork POW in voxel on this sphere of existence.

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,4,QmcZZmZazrbPNVBHz6oqn7VMXDiyKEfPQKP8tooUSJZwpL,Podmork POW 0,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Podmork POW 0 is the first manifestation of a Podmork POWin voxels  on this sphere of existence. 

Exhibition: Pranksyland"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,3,QmfEPHkW24yTRn7skP8ti7uRVzk7WvmEMSj3FXXS284Ami,Said the Cat,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: Dreams are a fond topic for the art of Hackatao, a language they like to explore because it belongs to them deep inside. 

Dreams are energy revealing. During rem sleep, the subconscious manifests and communicates, as the son of Sleep manifesting in human form. 

Dreams are a source of inspiration for their art and for discussion about what might get missed in the flow of reality. 

A dream is not reality, but who's to say which is which? 

Epiphanies, deja-vu, deja-reve: everything indissolubly connected. 

Our Alice is wondering in Wonderland. And so are we, maybe vanishing, melting even. Living in this constant hanging, that same eternal suspended equilibrium of art, between the imaginary and the real. Truth and real, dream and fantasy. 

We pick the red pill, thank you. 

Are we mad now? 

We're all mad here. I'm mad. You're mad.

Exhibition: Renaissance 2020 with Breezy art"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,2,QmbXGaCCTC1p6xVW328nFk27HovzLmW9PUu2nzrHEGYCAC,Imago 2k2 a.C.,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: This art piece manifests in a way which is inclusive of both its two specular and complementary identities: physical and digital. The canvas comes with a digital animation in AR, tokenized on the blockchain.

This art piece was created by Hackatao during Covid time, looking to the future and to the new Renaissance of humanity after what the pandemic has caused at every level. Imago 2k2 a.C. stays in fact for imago 2020 after Covid, a true restart, a rebirth.

 The character, between a Venus and a warrior, is ready for a new life in that world that was reshaped so badly by a pandemic, in the year that we will probably in the future call the new YEAR ZERO.  

Exhibition: Renaissance 2020 with Breezy art"
0xb791e3190b6b0476fce119762b87fe2a2ca36f93,1,QmbAA8FYUNkL6GyEEt3WaCb6Zd9QQBdiwFsCoD7jLT8dh6,Out of my Earth,"Hackatao merges the cultured quotations from the past to bold and ultra-contemporary forms, standing out as an innovative exponent of the current artistic scenario. The artistic diptych Hackatao is formed by Sergio Scalet and Nadia Squarci. The duo was formed in Milan in 2007 working together with the creation of the Podmork, sculptures with soft and totemic forms, which are at the center of their imaginative research. 

Artist Note: As we are mainly used to considering our planet as a mother, a source of origin that is always ready to forgive us: what if this time our planet was a child? 

What if she had that goodness and freedom of saying anything she would like to express, without filters and being far from those responsibilities of a mother? How would our planet see us? Would she tell us, just simple as that, that we humans are lice? Would she love us the same? Or would she just make some very good sincere points?  

A child is honest, complicatedly straightforward. A child wants to live and tends to wonders. Children see green, they breathe in breezy air and they love to pick leaves of several colors from different seasons. 

If our planet was a child, she would just shake us away. But still with a smile. 

Exhibition: Renaissance 2020 with Breezy art"
0x9e1f3e8db4d1119894624632499eaed1e56d2b1d,882,,Podmork PIX40,
0x9e1f3e8db4d1119894624632499eaed1e56d2b1d,460,,Podmork PIX39,
0x9e1f3e8db4d1119894624632499eaed1e56d2b1d,378,,Podmork PIX38,
0x9e1f3e8db4d1119894624632499eaed1e56d2b1d,376,,Podmork PIX37 $WHALE 1Y Anniversary,
0x9e1f3e8db4d1119894624632499eaed1e56d2b1d,280,,Podmork PIX36 Rez,
0x9e1f3e8db4d1119894624632499eaed1e56d2b1d,268,,Podmork PIX 35 WS,
0x9e1f3e8db4d1119894624632499eaed1e56d2b1d,203,,Podmork PIX34,
0x9e1f3e8db4d1119894624632499eaed1e56d2b1d,81,,Podmork PIX33,
0x9e1f3e8db4d1119894624632499eaed1e56d2b1d,80,,Podmork PIX32,
0x9e1f3e8db4d1119894624632499eaed1e56d2b1d,47,,Podmork PIX31,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2794,,podmork PIX30,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2788,,podmork PIX29,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2772,,podmork PIX28,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2683,,podmork PIX27,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2678,,podmork PIX26,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2652,,podmork PIX25,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2647,,podmork PIX24,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2636,,podmork PIX23,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2618,,podmork PIX22,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2615,,Podmork PIX21,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2577,,Podmork PIX20,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2564,,Podmork PIX19,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2542,,Podmork PIX18,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2535,,Podmork PIX17,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2477,,Podmork PIX16,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2461,,Podmork PIX15,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2440,,Podmork PIX14,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2408,,Podmork PIX13,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2367,,Podmork PIX12,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2280,,Podmork PIX11,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2247,,Podmork PIX10,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2183,,Podmork pix9,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2161,,Podmork PIX8,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,2076,,Podmork PIX7,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,1935,,Podmork Pix6,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,1815,,Podmork Pix5,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,1675,,Podmork Pix4,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,1196,,Podmork Pix3,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,367,,Podmork Pix2,
0xbc0e164ee423b7800e355b012c06446e28b1a29d,17,,Podmork Pix1 ,
0xfd385556ebf6b183380afcd61efd8194d0d46520,28,,Podmork HOD 168,"This NFT is related to the material Podmork HOD n. 168  (graphite, ink, acrylic and enamel on ceramic) by Hackatao. If you buy this NFT you will also receive the corresponding material sculpture. Please contact the owner before making the purchase. For any further information please contact the artist Hackatao."
0xfd385556ebf6b183380afcd61efd8194d0d46520,27,,10K Followers THX - Pink,GIF to celebrate our first 10K followers on Twitter!
0xfd385556ebf6b183380afcd61efd8194d0d46520,26,,10K Followers THX - Orange,GIF to celebrate our first 10K followers on Twitter! 
0xfd385556ebf6b183380afcd61efd8194d0d46520,25,,10K Followers THX - Red,GIF to celebrate our first 10K followers on Twitter! 
0xfd385556ebf6b183380afcd61efd8194d0d46520,1,,Podmork HOD 179,"This NFT is related to the material Podmork HOD n. 179 (graphite, ink, acrylic and enamel on ceramic) by Hackatao. 
If you buy this NFT you will also receive the corresponding material sculpture. Please contact the owner before making the purchase. 
For any further information please contact the artist Hackatao."
0xfbeef911dc5821886e1dda71586d90ed28174b7d,44301,QmWNyYpbEg4m8potacBSyhyCd3R61BAh7smxSceEjYTuU6,Call of Cthulhu,"A work inspired by the great supreme Cthulhu, a character of H.P. Lovecraft who over time has become a pop icon and inspirational subject of many political memes."
0x2d8865bcdfc700db3e874fd62a093e5ce972795e,1100010001,QmZWYnLLSk2urNbLzqqQkosz5XWaP7fZf9RMHLbamaaXH4/1100010001,"DEBBIE HARRY QUAD 1 - ""RAPTURE"" BY BLONDIE #1/1","Visual animation by Hackatao, music: “Rapture” instrumental by Blondie. 

“Hack the Borders” nods to one of the greatest art pioneers of all time, Andy Warhol. Blondie front woman Debbie Harry and her friend Warhol created an everlasting cultural moment with the Commodore Amiga in 1985, as Debbie became the subject of his very first digital portrait, an image that is just as significant today as it was then. 36 years later, Hackatao and Blondie have joined forces to create their own one-of-a-kind artwork.

The “QUAD”, the palette, and the play of colors are inspired by Andy Warhol."
0x2d8865bcdfc700db3e874fd62a093e5ce972795e,1100020001,QmZWYnLLSk2urNbLzqqQkosz5XWaP7fZf9RMHLbamaaXH4/1100020001,"DEBBIE HARRY QUAD 2 - ""RAPTURE"" BY BLONDIE #1/1","Visual animation by Hackatao, music: “Rapture” instrumental by Blondie. 

“Hack the Borders” nods to one of the greatest art pioneers of all time, Andy Warhol. Blondie front woman Debbie Harry and her friend Warhol created an everlasting cultural moment with the Commodore Amiga in 1985, as Debbie became the subject of his very first digital portrait, an image that is just as significant today as it was then. 36 years later, Hackatao and Blondie have joined forces to create their own one-of-a-kind artwork.

The “QUAD”, the palette, and the play of colors are inspired by Andy Warhol."
0xbc4014ae24bc7d86de0eaeb89161e5926dae08ed,23000010001,,Queen of Crypto #1/1,"Fiat money is to be rejected  My funds must be more connected It's to the moon that I will chase  And it is blockchain, I embrace  I never dither nor do I delay  A life of crypto is my way” --Puffin Poems Music by Lilsiri.eth"
0x26e1311ca72e622eabee7c02f6c48564726eaf0d,1000020001,,"Sibylla: Yes, No, Maybe #1/1","A meta-artwork investigating the secondary market in crypto art. 

On may 16th, I've Got the Power by Hackatao, originally sold on SuperRare for Eth 1.5 was acquired for Eth 45. 

“Sibylla: Yes, No, Maybe”, 2020 
A GIF about a GIF.

“Will this GIF Make Art History?”
Surrounded by pillars of art and following their usual ambivalence, our crypto Sibylla has spoken: “Yes, No, Maybe”.
The oracle is unveiled. 
It is for us to pick and to take part in “art history in the making”."
0x1fc4336d4b3aa163ca855d45555207fddb70f719,3800010001,,It's SCAM #1/1,Scam Creative Alert Meme - beware of fakes.
